



















MovieID	Title	URL	NumTomatometerPercent	TomatometerRating	CertifiedFresh	ModifiedDate	ShowtimeURL	Description
771030879	Bad Teacher	http://www.rottentomatoes.com/m/bad_teacher/	44	ROTTEN	0			In spite of a promising concept and a charmingly brazen performance from Cameron Diaz, <em>Bad Teacher</em> is never as funny as it should be.
770816610	A Little Help	http://www.rottentomatoes.com/m/a-little-help/	44	ROTTEN	0			It's a movie for everyone whose life has been thrown off-course, out of whack, or simply not turned out the way they planned it. In other words, it's a movie for everyone, period. Set in suburban Long Island in the summer of 2002, with the psychic...
770805427	Cars 2	http://www.rottentomatoes.com/m/cars_2/	38	ROTTEN	0			<em>Cars 2</em> is as visually appealing as any other Pixar production, but all that dazzle can't disguise the rusty storytelling under the hood.
771202906	Monte Carlo	http://www.rottentomatoes.com/m/monte_carlo_2011/	38	ROTTEN	0			Although it has its charming moments, <em>Monte Carlo</em> is mostly silly, predictable stuff that never pushes beyond the boundaries of formula.
771223136	Transformers: Dark of the Moon	http://www.rottentomatoes.com/m/transformers_dark_of_the_moon/	35	ROTTEN	0			Its special effects -- and 3D shots -- are undeniably impressive, but they aren't enough to fill up its loud, bloated running time, or mask its thin, indifferent script.
770855546	Pirates of the Caribbean: On Stranger Tides	http://www.rottentomatoes.com/m/pirates_of_the_caribbean_on_stranger_tides/	33	ROTTEN	0			It's shorter and leaner than the previous sequel, but this <em>Pirates</em> runs aground on a disjointed plot and a non-stop barrage of noisy action sequences.
770805051	The Tempest	http://www.rottentomatoes.com/m/tempest/	30	ROTTEN	0			Director Julie Taymor's gender-swapping of roles and some frenzied special effects can't quite disguise an otherwise stagey, uninspired take on Shakespeare's classic.
770677993	Green Lantern	http://www.rottentomatoes.com/m/green_lantern/	27	ROTTEN	0			Noisy, overproduced, and thinly written, <em>Green Lantern</em> squanders an impressive budget and decades of comics mythology.
771041150	The Change-Up	http://www.rottentomatoes.com/m/the_change_up/	24	ROTTEN	0			There's a certain amount of fun to be had from watching Bateman and Reynolds play against type, but it isn't enough to carry <em>The Change-Up</em> through its crude humor and formulaic plot.
771205663	Snow Flower And The Secret Fan	http://www.rottentomatoes.com/m/snow_flower_and_the_secret_fan/	20	ROTTEN	0			In 19th-century China, seven year old girls Snow Flower and Lily are matched as laotong - or "old sames" - bound together for eternity. Isolated by their families, they furtively communicate by taking turns writing in a secret language, nu shu,...
771229930	Judy Moody and the NOT Bummer Summer	http://www.rottentomatoes.com/m/judy_moody_and_the_not_bummer_summer/	19	ROTTEN	0			Entertaining for some very young viewers, but for those with normal attention spans, <em>Judy Moody</em> is loud hyperactive overload.
770805419	Zookeeper	http://www.rottentomatoes.com/m/zookeeper/	14	ROTTEN	0			<em>Zookeeper</em> smothers Kevin James's with a sodden script and a surfeit of jokes inappropriate for the young viewers who would be intrigued by its juvenile storyline.
771033843	Atlas Shrugged Part I	http://www.rottentomatoes.com/m/atlas_shrugged_part_i/	12	ROTTEN	0			Passionate ideologues may find it compelling, but most filmgoers will find this low-budget adaptation of the Ayn Rand bestseller decidedly lacking.
